Date,Open,High,Low,Close,Adj Close,Volume
2019-07-09,null,null,null,null,null,null
2019-07-10,1335.000000,1360.000000,1330.000000,1345.000000,1345.000000,39124800
2019-07-11,1360.000000,1365.000000,1330.000000,1335.000000,1335.000000,22330200
2019-07-12,1335.000000,1340.000000,1275.000000,1280.000000,1280.000000,46977100
2019-07-15,1295.000000,1295.000000,1265.000000,1275.000000,1275.000000,37038000
2019-07-16,1280.000000,1305.000000,1270.000000,1285.000000,1285.000000,21626300
2019-07-17,1290.000000,1295.000000,1265.000000,1280.000000,1280.000000,21113200
2019-07-18,1275.000000,1335.000000,1270.000000,1300.000000,1300.000000,47703200
2019-07-19,1310.000000,1315.000000,1285.000000,1295.000000,1295.000000,14735600
2019-07-22,1300.000000,1305.000000,1280.000000,1285.000000,1285.000000,9661200
2019-07-23,1285.000000,1295.000000,1265.000000,1275.000000,1275.000000,31996500
2019-07-24,1285.000000,1285.000000,1250.000000,1255.000000,1255.000000,27037300
