Date,Open,High,Low,Close,Adj Close,Volume
2008-10-17,1350.000000,1350.000000,1205.000000,1205.000000,178.578140,37785000
2008-10-20,1200.000000,1205.000000,1085.000000,1115.000000,165.240341,91935000
2008-10-21,1150.000000,1185.000000,1140.000000,1150.000000,170.427246,75840000
2008-10-22,1140.000000,1170.000000,1070.000000,1075.000000,159.312408,74340000
2008-10-23,1000.000000,1050.000000,980.000000,1000.000000,148.197586,40
2008-10-24,980.000000,980.000000,900.000000,900.000000,133.377823,115050000
2008-10-27,810.000000,820.000000,810.000000,810.000000,120.040054,40
2008-10-28,730.000000,745.000000,730.000000,730.000000,108.184250,116580000
2008-10-29,750.000000,760.000000,660.000000,710.000000,178.629807,111160000
2008-10-30,740.000000,780.000000,730.000000,780.000000,196.241226,101665000
2008-10-31,800.000000,935.000000,790.000000,935.000000,235.237823,95780000
2008-11-03,1050.000000,1120.000000,1050.000000,1120.000000,281.782196,26610000
2008-11-04,1140.000000,1340.000000,1100.000000,1240.000000,311.973145,121035000
2008-11-05,1260.000000,1350.000000,1120.000000,1150.000000,289.329956,108240000
2008-11-06,1035.000000,1100.000000,1035.000000,1035.000000,260.396973,40
2008-11-07,1030.000000,1070.000000,940.000000,1030.000000,259.138947,40
2008-11-10,1070.000000,1085.000000,975.000000,995.000000,250.333313,85340000
2008-11-11,1015.000000,1040.000000,940.000000,1015.000000,255.365173,40
2008-11-12,1010.000000,1025.000000,985.000000,1010.000000,254.107117,40
2008-11-13,940.000000,985.000000,920.000000,940.000000,236.495758,40
2008-11-14,980.000000,1000.000000,910.000000,910.000000,228.948059,49095000
2008-11-17,880.000000,920.000000,855.000000,880.000000,221.400345,40
2008-11-18,855.000000,860.000000,795.000000,855.000000,215.110580,40
2008-11-19,850.000000,880.000000,825.000000,850.000000,213.852570,40
2008-11-20,840.000000,860.000000,780.000000,840.000000,211.336670,40
2008-11-21,790.000000,865.000000,790.000000,840.000000,211.336670,77010000
2008-11-24,820.000000,860.000000,820.000000,820.000000,206.304779,40
2008-11-25,815.000000,875.000000,805.000000,815.000000,205.046875,40
2008-11-26,820.000000,875.000000,820.000000,865.000000,217.626465,60550000
2008-11-27,900.000000,985.000000,885.000000,965.000000,242.785568,86010000
2008-11-28,965.000000,1040.000000,945.000000,1020.000000,256.623108,54585000
2008-12-01,950.000000,1040.000000,945.000000,950.000000,239.011703,40
2008-12-02,895.000000,920.000000,870.000000,895.000000,225.174149,40
2008-12-03,895.000000,930.000000,890.000000,895.000000,225.174149,40
2008-12-04,880.000000,920.000000,850.000000,880.000000,221.400345,40
2008-12-05,915.000000,930.000000,870.000000,915.000000,230.206009,40
